Name,Team,Batting,Base Running,Fielding,Positional,Offense,Defense,League,Replacement,RAR,WAR,Dollars,NameASCII,PlayerId,MLBAMID
"Francisco Lindor","NYM",15.131822052415785,4.826441052369773,8.20199966430664,5.3103556632995605,19.95826310478556,13.512355327606201,1.4309492488391697,16.564504254609346,51.466071935840276,5.145569811974824,41.164558495798595,"Francisco Lindor",12916,596019
"Corey Seager","TEX",37.95863836603975,-4.993890807498246,0.8771272897720337,2.558298349380493,32.964747558541504,3.435425639152527,1.147860947996378,11.539317570626736,49.087351716317144,4.907745736961463,39.2619658956917,"Corey Seager",13624,608369
"Matt Olson","ATL",37.84595609847422,0.08663276815786958,-2.8992745876312256,-9.430727005004883,37.93258886663209,-12.330001592636108,1.4872225339058787,17.21591734327376,44.30572715117562,4.429679661795244,35.43743729436195,"Matt Olson",14344,621566
"Dansby Swanson","CHC",5.872946144472914,2.3916006200015545,9.532281875610352,4.881686210632324,8.264546764474469,14.413968086242676,1.2728481146041304,14.734343672171235,38.68570663749251,3.867790890996149,30.942327127969193,"Dansby Swanson",18314,621020
"Jeimer Candelario","- - -",15.14964703784132,1.3285846966318786,2.514253854751587,0.8150428533554077,16.478231734473198,3.3292967081069946,1.3023245972581208,15.075560051947832,36.185413091786145,3.617811933870749,28.94249547096599,"Jeimer Candelario",13621,600869
"Alex Bregman","HOU",14.01539980347362,-3.7465103869326413,2.3543663024902344,1.7792630195617676,10.26888941654098,4.133629322052002,1.7156201265752316,17.24693701416254,33.36507587933075,3.3358350610662493,26.686680488529994,"Alex Bregman",17678,608324
"Ketel Marte","ARI",14.332532434386437,-3.4327340060845017,-1.7759195566177368,1.0842472314834595,10.899798428301935,-0.6916723251342773,1.3800353242550045,15.975130507722497,27.56329193514516,2.7557736109517306,22.046188887613845,"Ketel Marte",13613,606466
"LaMonte Wade Jr.","SFG",12.852202223929037,-0.44679561257362366,-0.6245574951171875,-6.759830951690674,12.405406611355414,-7.384388446807861,1.1120673001278192,12.873163418844342,19.006248883519714,1.9002417867801966,15.201934294241573,"LaMonte Wade Jr.",18126,664774
"Taylor Ward","LAA",3.6896795177362236,-1.0182254216633737,3.4987704753875732,-4.074073314666748,2.67145409607285,-0.5753028392791748,1.2620299132540822,12.687045393511653,16.04522656355941,1.6041992389602384,12.833593911681907,"Taylor Ward",17548,621493
"Harrison Bader","NYY",-5.920300190418817,4.207235645968467,6.0084686279296875,1.0448098182678223,-1.7130645444503498,7.05327844619751,0.8670670064166188,8.716527519747615,14.923808427911393,1.4920800293849468,11.936640235079574,"Harrison Bader",18030,664056
