last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Vázquez, Christian,543877,2021,498,379,0.258,0.235,0.023,0.352,0.337,0.0149999999999999,0.289,0.276,0.0129999999999999
Hampson, Garrett,641658,2021,494,340,0.234,0.236,-0.0019999999999999,0.38,0.374,0.006,0.288,0.291,-0.003
Smith, Dominic,642086,2021,493,340,0.244,0.262,-0.018,0.363,0.42,-0.0569999999999999,0.291,0.325,-0.034
Wong, Kolten,543939,2021,492,365,0.272,0.251,0.021,0.447,0.382,0.065,0.337,0.308,0.029
Herrera, Odúbel,546318,2021,492,379,0.26,0.252,0.008,0.416,0.378,0.0379999999999999,0.312,0.302,0.01
Kepler, Max,596146,2021,490,334,0.211,0.255,-0.044,0.413,0.452,-0.039,0.309,0.347,-0.0379999999999999
Winker, Jesse,608385,2021,485,348,0.305,0.295,0.01,0.556,0.524,0.032,0.403,0.39,0.013
Contreras, Willson,575929,2021,483,279,0.237,0.24,-0.003,0.438,0.448,-0.01,0.337,0.346,-0.0089999999999999
Pederson, Joc,592626,2021,481,317,0.238,0.244,-0.006,0.422,0.441,-0.019,0.315,0.333,-0.018
Conforto, Michael,624424,2021,479,304,0.232,0.253,-0.0209999999999999,0.384,0.436,-0.0519999999999999,0.322,0.35,-0.0279999999999999
Arraez, Luis,650333,2021,479,386,0.294,0.295,-0.001,0.376,0.411,-0.0349999999999999,0.321,0.337,-0.016
Yelich, Christian,592885,2021,475,289,0.248,0.254,-0.006,0.373,0.392,-0.019,0.325,0.337,-0.012
García, Leury,544725,2021,474,332,0.267,0.24,0.027,0.376,0.336,0.0399999999999999,0.312,0.291,0.021
Ahmed, Nick,605113,2021,473,333,0.221,0.208,0.013,0.339,0.29,0.049,0.269,0.249,0.02
Molina, Yadier,425877,2021,473,364,0.252,0.255,-0.003,0.37,0.406,-0.036,0.29,0.306,-0.016
Schwarber, Kyle,656941,2021,471,274,0.266,0.265,0.001,0.554,0.565,-0.0109999999999998,0.392,0.399,-0.007
Vaughn, Andrew,683734,2021,469,321,0.235,0.243,-0.008,0.396,0.434,-0.0379999999999999,0.306,0.332,-0.026
Reyes, Franmil,614177,2021,466,272,0.254,0.246,0.008,0.522,0.512,0.01,0.354,0.353,0.001
Margot, Manuel,622534,2021,464,356,0.254,0.268,-0.014,0.382,0.397,-0.015,0.301,0.318,-0.017
Gardner, Brett,458731,2021,461,298,0.222,0.219,0.003,0.362,0.322,0.0399999999999999,0.305,0.296,0.009
Baddoo, Akil,668731,2021,461,294,0.259,0.227,0.032,0.436,0.403,0.0329999999999999,0.329,0.309,0.02
Naquin, Tyler,571980,2021,454,308,0.27,0.264,0.006,0.477,0.459,0.0179999999999999,0.345,0.34,0.0049999999999999
Posey, Buster,457763,2021,454,310,0.304,0.281,0.0229999999999999,0.499,0.469,0.03,0.379,0.361,0.018
Dalbec, Bobby,666915,2021,453,262,0.24,0.236,0.004,0.494,0.522,-0.028,0.334,0.344,-0.0099999999999999
Simmons, Andrelton,592743,2021,451,354,0.223,0.23,-0.007,0.274,0.281,-0.007,0.252,0.261,-0.009
Castro, Willi,650489,2021,450,310,0.22,0.244,-0.0239999999999999,0.351,0.364,-0.013,0.271,0.291,-0.0199999999999999
Murphy, Sean,669221,2021,448,282,0.216,0.24,-0.0239999999999999,0.405,0.441,-0.0359999999999999,0.309,0.337,-0.028
Walker, Christian,572233,2021,445,297,0.244,0.249,-0.005,0.382,0.386,-0.004,0.304,0.311,-0.007
Narváez, Omar,553882,2021,445,313,0.266,0.235,0.031,0.402,0.369,0.033,0.322,0.304,0.018
Hoskins, Rhys,656555,2021,443,283,0.247,0.249,-0.002,0.53,0.564,-0.0339999999999999,0.364,0.378,-0.014
Urshela, Gio,570482,2021,442,312,0.267,0.252,0.015,0.419,0.415,0.004,0.309,0.304,0.005
Sánchez, Gary,596142,2021,440,262,0.204,0.228,-0.024,0.423,0.452,-0.029,0.314,0.336,-0.022
Santander, Anthony,623993,2021,438,310,0.241,0.269,-0.028,0.433,0.446,-0.013,0.307,0.328,-0.021
Flores, Wilmer,527038,2021,436,336,0.262,0.238,0.024,0.447,0.4,0.0469999999999999,0.337,0.312,0.025
Bradley Jr., Jackie,598265,2021,428,258,0.163,0.194,-0.031,0.261,0.29,-0.0289999999999999,0.224,0.253,-0.0289999999999999
Stallings, Jacob,607732,2021,427,291,0.246,0.245,0.001,0.369,0.369,0.0,0.312,0.314,-0.002
McNeil, Jeff,643446,2021,426,329,0.251,0.257,-0.006,0.36,0.387,-0.027,0.301,0.315,-0.014
Maldonado, Martín,455117,2021,426,247,0.172,0.183,-0.011,0.3,0.312,-0.012,0.258,0.267,-0.009
Pollock, AJ,572041,2021,422,306,0.297,0.282,0.015,0.536,0.499,0.037,0.375,0.359,0.016
Severino, Pedro,600474,2021,419,275,0.248,0.249,-0.001,0.383,0.401,-0.018,0.299,0.311,-0.012
Bohm, Alec,664761,2021,417,273,0.247,0.261,-0.014,0.342,0.392,-0.0499999999999999,0.285,0.313,-0.028
Rodgers, Brendan,663898,2021,415,305,0.284,0.253,0.0309999999999999,0.47,0.414,0.0559999999999999,0.341,0.311,0.03
Rosario, Eddie,592696,2021,412,324,0.259,0.255,0.004,0.435,0.427,0.008,0.316,0.319,-0.003
McCann, James,543510,2021,412,263,0.232,0.219,0.013,0.349,0.339,0.0099999999999999,0.281,0.28,0.001
Profar, Jurickson,595777,2021,412,291,0.227,0.238,-0.0109999999999999,0.32,0.323,-0.003,0.293,0.302,-0.009
Seager, Corey,608369,2021,409,290,0.306,0.295,0.011,0.521,0.53,-0.009,0.389,0.392,-0.003
Gregorius, Didi,544369,2021,408,308,0.209,0.225,-0.016,0.37,0.329,0.0409999999999999,0.275,0.275,0.0
Franco, Maikel,596748,2021,403,313,0.21,0.224,-0.014,0.355,0.344,0.011,0.263,0.27,-0.007
DeJong, Paul,657557,2021,402,255,0.197,0.211,-0.0139999999999999,0.39,0.416,-0.0259999999999999,0.293,0.312,-0.019
Stephenson, Tyler,663886,2021,402,280,0.286,0.257,0.0289999999999999,0.431,0.391,0.0399999999999999,0.346,0.324,0.0219999999999999
Bader, Harrison,664056,2021,401,284,0.267,0.232,0.035,0.46,0.394,0.066,0.331,0.295,0.036
Gamel, Ben,592325,2021,400,241,0.247,0.23,0.0169999999999999,0.388,0.373,0.015,0.322,0.315,0.007
Bregman, Alex,608324,2021,400,299,0.27,0.258,0.012,0.422,0.417,0.005,0.336,0.332,0.004
Kemp, Tony,643393,2021,397,288,0.279,0.25,0.029,0.418,0.349,0.069,0.351,0.321,0.0299999999999999
Hayes, Ke'Bryan,663647,2021,396,277,0.257,0.249,0.008,0.373,0.369,0.004,0.301,0.299,0.002
Galvis, Freddy,520471,2021,394,284,0.242,0.222,0.0199999999999999,0.407,0.35,0.0569999999999999,0.305,0.28,0.0249999999999999
Kiermaier, Kevin,595281,2021,390,253,0.259,0.232,0.0269999999999999,0.388,0.32,0.068,0.31,0.283,0.027
Barnhart, Tucker,571466,2021,388,251,0.247,0.204,0.043,0.368,0.313,0.0549999999999999,0.3,0.265,0.0349999999999999
Nimmo, Brandon,607043,2021,386,248,0.292,0.273,0.0189999999999999,0.437,0.392,0.0449999999999999,0.369,0.35,0.019
Polanco, Gregory,570256,2021,382,240,0.208,0.232,-0.024,0.354,0.411,-0.0569999999999999,0.275,0.316,-0.0409999999999999
Haase, Eric,606992,2021,381,234,0.231,0.234,-0.003,0.459,0.461,-0.002,0.316,0.322,-0.006
Lux, Gavin,666158,2021,381,254,0.242,0.26,-0.018,0.364,0.387,-0.023,0.303,0.323,-0.02
Wade Jr., LaMonte,664774,2021,381,254,0.253,0.256,-0.003,0.482,0.475,0.007,0.343,0.347,-0.0039999999999999
Belt, Brandon,474832,2021,381,223,0.274,0.243,0.031,0.597,0.525,0.0719999999999999,0.406,0.374,0.032
Laureano, Ramón,657656,2021,378,244,0.246,0.245,0.001,0.443,0.459,-0.016,0.327,0.335,-0.008
Torrens, Luis,620443,2021,378,250,0.243,0.245,-0.002,0.431,0.428,0.003,0.311,0.318,-0.007
Miller, Brad,543543,2021,377,219,0.227,0.247,-0.0199999999999999,0.453,0.46,-0.007,0.331,0.345,-0.0139999999999999
Moore, Dylan,664238,2021,377,222,0.181,0.204,-0.0229999999999999,0.334,0.348,-0.0139999999999999,0.271,0.288,-0.0169999999999999
Kelenic, Jarred,672284,2021,377,232,0.181,0.223,-0.042,0.35,0.413,-0.063,0.27,0.314,-0.0439999999999999
Gomes, Yan,543228,2021,375,272,0.252,0.28,-0.028,0.421,0.469,-0.0479999999999999,0.308,0.341,-0.033
Wisdom, Patrick,621550,2021,375,185,0.231,0.216,0.015,0.518,0.46,0.0579999999999999,0.346,0.321,0.0249999999999999
Zunino, Mike,572287,2021,375,202,0.216,0.219,-0.003,0.559,0.532,0.027,0.358,0.354,0.004
Toro, Abraham,647351,2021,375,283,0.239,0.247,-0.008,0.373,0.416,-0.0429999999999999,0.303,0.323,-0.02
Grandal, Yasmani,518735,2021,375,203,0.24,0.258,-0.018,0.52,0.506,0.014,0.402,0.412,-0.0099999999999999
Marte, Ketel,606466,2021,374,281,0.318,0.307,0.011,0.532,0.495,0.037,0.385,0.372,0.013
Gosselin, Phil,594838,2021,373,265,0.261,0.24,0.021,0.362,0.354,0.008,0.297,0.288,0.009
Díaz, Elias,553869,2021,371,279,0.246,0.247,-0.001,0.464,0.419,0.045,0.33,0.318,0.012
Robles, Victor,645302,2021,369,235,0.203,0.216,-0.0129999999999999,0.295,0.314,-0.019,0.274,0.288,-0.0139999999999999
Dickerson, Corey,572816,2021,365,269,0.271,0.244,0.027,0.408,0.37,0.0379999999999999,0.317,0.295,0.022
Upton, Justin,457708,2021,362,214,0.211,0.226,-0.015,0.409,0.429,-0.02,0.305,0.322,-0.017
Ramírez, Harold,623912,2021,361,286,0.268,0.269,-0.001,0.398,0.402,-0.004,0.302,0.308,-0.006
Odor, Rougned,596059,2021,361,223,0.202,0.202,0.0,0.379,0.374,0.005,0.289,0.29,-0.001
Acuña Jr., Ronald,660670,2021,360,217,0.283,0.295,-0.012,0.596,0.603,-0.007,0.412,0.429,-0.017
Kelly, Carson,608348,2021,359,235,0.24,0.254,-0.014,0.411,0.428,-0.017,0.328,0.346,-0.0179999999999999
Moran, Colin,592567,2021,359,234,0.258,0.245,0.013,0.39,0.391,-0.001,0.318,0.315,0.003
Caratini, Victor,605170,2021,356,235,0.227,0.228,-0.001,0.323,0.355,-0.0319999999999999,0.273,0.29,-0.0169999999999999
Heyward, Jason,518792,2021,353,255,0.214,0.234,-0.02,0.347,0.367,-0.02,0.275,0.294,-0.0189999999999999
Cabrera, Asdrúbal,452678,2021,352,233,0.23,0.214,0.016,0.366,0.331,0.0349999999999999,0.297,0.286,0.011
Bellinger, Cody,641355,2021,350,224,0.165,0.209,-0.0439999999999999,0.302,0.358,-0.0559999999999999,0.237,0.281,-0.044
Escobar, Alcides,444876,2021,349,267,0.288,0.271,0.0169999999999999,0.404,0.362,0.042,0.325,0.309,0.016
Zimmer, Bradley,605548,2021,348,181,0.227,0.224,0.003,0.344,0.371,-0.027,0.3,0.317,-0.017
Pillar, Kevin,607680,2021,347,245,0.231,0.224,0.007,0.415,0.372,0.0429999999999999,0.297,0.281,0.0159999999999999
Heredia, Guillermo,628338,2021,347,225,0.22,0.22,0.0,0.354,0.336,0.0179999999999999,0.292,0.29,0.002
Castro, Starlin,516770,2021,346,257,0.283,0.272,0.0109999999999999,0.375,0.412,-0.0369999999999999,0.309,0.324,-0.015
Torreyes, Ronald,591720,2021,344,283,0.242,0.233,0.0089999999999999,0.346,0.299,0.0469999999999999,0.274,0.256,0.018
Solano, Donovan,456781,2021,344,254,0.28,0.275,0.005,0.404,0.432,-0.0279999999999999,0.324,0.335,-0.011
Springer, George,543807,2021,342,221,0.264,0.247,0.017,0.555,0.507,0.048,0.381,0.361,0.02
Castro, Harold,605612,2021,339,252,0.283,0.287,-0.004,0.359,0.414,-0.0549999999999999,0.291,0.315,-0.024
Daza, Yonathan,602074,2021,331,248,0.282,0.253,0.0289999999999999,0.355,0.328,0.0269999999999999,0.304,0.286,0.018
Ortega, Rafael,542364,2021,330,228,0.291,0.252,0.0389999999999999,0.463,0.381,0.082,0.355,0.311,0.0439999999999999
Lagares, Juan,501571,2021,327,238,0.236,0.244,-0.008,0.372,0.373,-0.001,0.274,0.282,-0.0079999999999999
Bote, David,623520,2021,327,222,0.199,0.231,-0.032,0.33,0.399,-0.069,0.268,0.312,-0.0439999999999999
Sosa, Edmundo,624641,2021,326,228,0.271,0.266,0.005,0.389,0.394,-0.005,0.322,0.326,-0.004
Goodrum, Niko,592348,2021,325,185,0.214,0.215,-0.001,0.359,0.381,-0.022,0.286,0.304,-0.018
Tellez, Rowdy,642133,2021,325,233,0.242,0.265,-0.023,0.414,0.471,-0.0569999999999999,0.306,0.34,-0.034
Murphy, Tom,608596,2021,325,181,0.202,0.193,0.009,0.35,0.347,0.003,0.291,0.292,-0.001
Duffy, Matt,622110,2021,322,227,0.287,0.275,0.0119999999999999,0.381,0.385,-0.004,0.327,0.325,0.002
McCormick, Chas,676801,2021,320,187,0.257,0.224,0.033,0.447,0.424,0.023,0.327,0.311,0.016
Stassi, Max,545358,2021,319,182,0.241,0.232,0.0089999999999999,0.426,0.419,0.007,0.327,0.323,0.004
Díaz, Aledmys,649557,2021,319,232,0.259,0.267,-0.008,0.405,0.411,-0.0059999999999999,0.311,0.319,-0.008
Stewart, DJ,621466,2021,318,181,0.204,0.205,-0.001,0.374,0.382,-0.008,0.31,0.314,-0.004
Bauers, Jake,641343,2021,315,204,0.209,0.233,-0.024,0.277,0.361,-0.0839999999999999,0.257,0.297,-0.0399999999999999
Varsho, Daulton,662139,2021,315,218,0.246,0.248,-0.002,0.437,0.43,0.007,0.322,0.323,-0.001
Dickerson, Alex,543105,2021,312,207,0.233,0.261,-0.0279999999999999,0.42,0.446,-0.026,0.313,0.337,-0.024
Ruf, Darin,573131,2021,312,176,0.271,0.262,0.009,0.519,0.515,0.004,0.384,0.381,0.003
Hedges, Austin,595978,2021,312,209,0.178,0.191,-0.013,0.308,0.287,0.021,0.227,0.228,-0.001
Alfaro, Jorge,595751,2021,311,196,0.244,0.247,-0.003,0.342,0.381,-0.0389999999999999,0.274,0.292,-0.0179999999999999
VanMeter, Josh,642165,2021,310,193,0.212,0.203,0.0089999999999999,0.354,0.321,0.0329999999999999,0.287,0.274,0.0129999999999999
Franco, Wander,677551,2021,308,245,0.288,0.276,0.0119999999999999,0.463,0.407,0.056,0.348,0.329,0.0189999999999999
Brown, Seth,664913,2021,307,194,0.214,0.225,-0.011,0.48,0.462,0.0179999999999999,0.315,0.318,-0.003
Gonzalez, Marwin,503556,2021,307,200,0.199,0.218,-0.0189999999999999,0.304,0.334,-0.03,0.259,0.281,-0.022
Slater, Austin,596103,2021,306,190,0.241,0.256,-0.015,0.423,0.439,-0.016,0.321,0.335,-0.014
Choi, Ji Man,596847,2021,305,171,0.229,0.237,-0.0079999999999999,0.411,0.424,-0.013,0.334,0.342,-0.008
Trevino, Jose,624431,2021,302,233,0.239,0.248,-0.009,0.34,0.374,-0.0339999999999999,0.261,0.285,-0.0239999999999999
Peterson, Jace,607054,2021,302,193,0.247,0.235,0.012,0.367,0.368,-0.001,0.318,0.319,-0.001
Larnach, Trevor,663616,2021,301,158,0.223,0.212,0.011,0.35,0.376,-0.026,0.3,0.306,-0.006
McKinney, Billy,641856,2021,300,188,0.192,0.213,-0.0209999999999999,0.358,0.359,-0.001,0.277,0.291,-0.0139999999999999
Kim, Ha-Seong,673490,2021,298,201,0.202,0.209,-0.0069999999999999,0.352,0.309,0.0429999999999999,0.27,0.265,0.005
Duggar, Steven,621453,2021,297,180,0.257,0.233,0.0239999999999999,0.437,0.408,0.029,0.327,0.308,0.019
Urías, Ramón,602104,2021,296,186,0.279,0.27,0.009,0.412,0.427,-0.015,0.341,0.344,-0.0029999999999999
Pujols, Albert,405395,2021,296,232,0.236,0.256,-0.02,0.433,0.46,-0.027,0.302,0.322,-0.02
Robert Jr., Luis,673357,2021,296,216,0.338,0.302,0.036,0.567,0.546,0.0209999999999999,0.399,0.382,0.017
Gutiérrez, Kelvin,642721,2021,295,196,0.232,0.219,0.013,0.316,0.305,0.011,0.27,0.263,0.007
Biggio, Cavan,624415,2021,294,177,0.224,0.207,0.017,0.356,0.331,0.0249999999999999,0.298,0.285,0.013
Jeffers, Ryan,680777,2021,293,159,0.199,0.207,-0.0079999999999999,0.401,0.415,-0.0139999999999999,0.289,0.299,-0.01
Longoria, Evan,446334,2021,291,187,0.261,0.253,0.008,0.482,0.486,-0.004,0.352,0.351,0.001
Brinson, Lewis,621446,2021,290,204,0.226,0.242,-0.0159999999999999,0.376,0.374,0.002,0.275,0.286,-0.0109999999999999
Mayfield, Jack,608686,2021,290,202,0.218,0.19,0.0279999999999999,0.387,0.32,0.067,0.284,0.25,0.0339999999999999
Hernandez, Yadiel,628450,2021,289,207,0.273,0.241,0.032,0.413,0.408,0.005,0.32,0.308,0.012
Eaton, Adam,594809,2021,288,188,0.201,0.216,-0.0149999999999999,0.327,0.309,0.018,0.271,0.275,-0.004
Cain, Lorenzo,456715,2021,286,210,0.257,0.254,0.003,0.401,0.382,0.019,0.319,0.317,0.002
Heim, Jonah,641680,2021,285,211,0.196,0.23,-0.034,0.358,0.372,-0.014,0.256,0.285,-0.0289999999999999
Fuentes, Joshua,658069,2021,284,207,0.225,0.204,0.021,0.351,0.281,0.0699999999999999,0.261,0.23,0.031
Calhoun, Willie,641432,2021,284,227,0.25,0.275,-0.025,0.381,0.403,-0.022,0.301,0.323,-0.022
Valaika, Pat,642162,2021,281,187,0.201,0.213,-0.0119999999999999,0.29,0.337,-0.047,0.238,0.265,-0.027
Díaz, Isan,656371,2021,278,170,0.193,0.203,-0.01,0.282,0.308,-0.026,0.252,0.272,-0.02
Mejía, Francisco,642336,2021,277,204,0.26,0.23,0.03,0.416,0.345,0.071,0.32,0.285,0.035
Zimmerman, Ryan,475582,2021,273,180,0.243,0.232,0.0109999999999999,0.471,0.418,0.0529999999999999,0.319,0.3,0.019
Ibáñez, Andy,628451,2021,272,220,0.277,0.264,0.013,0.435,0.415,0.02,0.325,0.32,0.005
Culberson, Charlie,518586,2021,271,188,0.243,0.229,0.0139999999999999,0.381,0.321,0.06,0.292,0.269,0.0229999999999999
Berti, Jon,542932,2021,271,175,0.21,0.233,-0.023,0.313,0.325,-0.012,0.282,0.302,-0.02
Goodwin, Brian,571718,2021,271,179,0.221,0.248,-0.0269999999999999,0.374,0.396,-0.022,0.306,0.326,-0.02
Taylor, Tyrone,621438,2021,271,185,0.247,0.239,0.008,0.457,0.401,0.0559999999999999,0.333,0.314,0.019
Anderson, Brian,605119,2021,264,168,0.249,0.215,0.034,0.378,0.374,0.004,0.314,0.299,0.015
Thomas, Lane,657041,2021,264,164,0.235,0.234,0.0009999999999999,0.412,0.382,0.0299999999999999,0.328,0.322,0.006
Tsutsugo, Yoshi,660294,2021,262,160,0.217,0.193,0.0239999999999999,0.383,0.344,0.039,0.302,0.281,0.0209999999999999
Mercedes, Yermín,606213,2021,262,195,0.271,0.246,0.025,0.404,0.417,-0.0129999999999999,0.317,0.313,0.004
Holt, Brock,571788,2021,260,187,0.209,0.229,-0.02,0.298,0.315,-0.017,0.259,0.277,-0.018
Schwindel, Frank,643524,2021,259,201,0.326,0.272,0.0539999999999999,0.591,0.454,0.1369999999999999,0.403,0.332,0.071
Vogelbach, Daniel,596129,2021,258,158,0.219,0.238,-0.0189999999999999,0.381,0.39,-0.009,0.325,0.337,-0.012
Panik, Joe,605412,2021,257,204,0.208,0.238,-0.03,0.284,0.324,-0.04,0.244,0.273,-0.029
Alberto, Hanser,593643,2021,255,221,0.27,0.265,0.005,0.402,0.384,0.018,0.296,0.294,0.002
Buxton, Byron,621439,2021,254,173,0.306,0.3,0.006,0.647,0.611,0.036,0.419,0.407,0.012
O'Hearn, Ryan,656811,2021,254,168,0.225,0.239,-0.0139999999999999,0.369,0.4,-0.031,0.274,0.297,-0.0229999999999999
Moreland, Mitch,519048,2021,252,174,0.227,0.226,0.001,0.415,0.395,0.0199999999999999,0.3,0.297,0.003
Sánchez, Jesús,660821,2021,251,150,0.251,0.24,0.011,0.489,0.475,0.014,0.339,0.333,0.006
Chang, Yu,644374,2021,251,169,0.228,0.233,-0.005,0.426,0.378,0.0479999999999999,0.294,0.282,0.012
Naylor, Josh,647304,2021,250,188,0.253,0.254,-0.001,0.399,0.417,-0.0179999999999999,0.302,0.311,-0.009
Shaw, Travis,543768,2021,250,155,0.2,0.215,-0.0149999999999999,0.373,0.387,-0.014,0.289,0.301,-0.012
Rendon, Anthony,543685,2021,249,178,0.24,0.233,0.0069999999999999,0.382,0.369,0.013,0.31,0.303,0.007
Kieboom, Carter,666198,2021,249,157,0.207,0.231,-0.024,0.318,0.343,-0.025,0.275,0.298,-0.0229999999999999
Suzuki, Kurt,435559,2021,247,180,0.224,0.204,0.02,0.342,0.31,0.032,0.282,0.264,0.0179999999999999
Evans, Phillip,595943,2021,247,161,0.206,0.244,-0.038,0.299,0.344,-0.0449999999999999,0.278,0.312,-0.0339999999999999
García, Luis,671277,2021,247,193,0.242,0.241,0.001,0.411,0.366,0.0449999999999999,0.291,0.279,0.0119999999999999
Espinal, Santiago,669289,2021,246,193,0.311,0.267,0.0439999999999999,0.405,0.346,0.059,0.344,0.307,0.0369999999999999
La Stella, Tommy,600303,2021,242,195,0.25,0.28,-0.03,0.405,0.46,-0.0549999999999999,0.307,0.342,-0.035
Difo, Wilmer,594694,2021,240,166,0.269,0.229,0.04,0.384,0.321,0.063,0.312,0.276,0.0359999999999999
Vogt, Stephen,519390,2021,238,156,0.195,0.213,-0.0179999999999999,0.333,0.353,-0.0199999999999999,0.27,0.288,-0.0179999999999999
Mercado, Óscar,640458,2021,238,173,0.224,0.217,0.007,0.369,0.328,0.0409999999999999,0.294,0.279,0.0149999999999999
Ward, Taylor,621493,2021,237,156,0.25,0.259,-0.009,0.438,0.453,-0.015,0.333,0.344,-0.0109999999999999
Beaty, Matt,607461,2021,234,160,0.27,0.233,0.037,0.402,0.347,0.055,0.339,0.308,0.031
Pinder, Chad,640461,2021,233,153,0.243,0.261,-0.018,0.411,0.507,-0.096,0.307,0.354,-0.0469999999999999
Jiménez, Eloy,650391,2021,231,157,0.249,0.248,0.001,0.437,0.445,-0.008,0.317,0.325,-0.008
Kirilloff, Alex,666135,2021,231,164,0.251,0.291,-0.0399999999999999,0.423,0.538,-0.115,0.307,0.366,-0.059
d'Arnaud, Travis,518595,2021,229,157,0.22,0.248,-0.0279999999999999,0.388,0.406,-0.018,0.291,0.312,-0.021
González, Erik,570481,2021,229,181,0.232,0.255,-0.0229999999999999,0.3,0.351,-0.0509999999999999,0.244,0.277,-0.033
Sierra, Magneuris,642423,2021,225,160,0.23,0.227,0.003,0.268,0.264,0.004,0.239,0.24,-0.001
Dahl, David,621311,2021,220,150,0.21,0.246,-0.036,0.322,0.398,-0.076,0.246,0.296,-0.0499999999999999
Reyes, Victor,622682,2021,220,157,0.258,0.257,0.001,0.416,0.404,0.0119999999999999,0.298,0.297,0.001
McGuire, Reese,624512,2021,217,156,0.253,0.237,0.016,0.343,0.328,0.015,0.289,0.281,0.0079999999999999
Astudillo, Willians,553902,2021,216,197,0.236,0.251,-0.015,0.375,0.374,0.001,0.272,0.28,-0.008
Madrigal, Nick,663611,2021,215,184,0.305,0.263,0.0419999999999999,0.425,0.328,0.0969999999999999,0.335,0.289,0.046
Nola, Austin,543592,2021,194,156,0.272,0.255,0.017,0.376,0.348,0.028,0.316,0.301,0.015
Semien, Marcus,543760,2022,724,547,0.248,0.243,0.005,0.429,0.394,0.0349999999999999,0.317,0.306,0.011
Freeman, Freddie,518692,2022,708,517,0.325,0.313,0.012,0.511,0.538,-0.027,0.393,0.403,-0.01
Turner, Trea,607208,2022,708,527,0.298,0.276,0.0219999999999999,0.466,0.432,0.034,0.35,0.335,0.0149999999999999
Guerrero Jr., Vladimir,665489,2022,706,526,0.274,0.276,-0.002,0.48,0.459,0.0209999999999999,0.351,0.347,0.004
Lindor, Francisco,596019,2022,706,504,0.27,0.254,0.016,0.449,0.427,0.022,0.342,0.331,0.011
Olson, Matt,621566,2022,699,450,0.24,0.248,-0.008,0.477,0.467,0.0099999999999999,0.344,0.347,-0.003
Bichette, Bo,666182,2022,697,499,0.29,0.278,0.0119999999999999,0.469,0.444,0.0249999999999999,0.347,0.334,0.0129999999999999
Swanson, Dansby,621020,2022,696,462,0.277,0.257,0.02,0.447,0.461,-0.014,0.337,0.337,0.0
Judge, Aaron,592450,2022,696,400,0.311,0.305,0.006,0.686,0.706,-0.0199999999999999,0.458,0.463,-0.005
Riley, Austin,663586,2022,693,451,0.273,0.271,0.002,0.528,0.531,-0.003,0.377,0.378,-0.001
Alonso, Pete,624413,2022,685,478,0.271,0.262,0.009,0.518,0.486,0.032,0.366,0.353,0.013
Ramírez, José,608070,2022,685,528,0.28,0.255,0.025,0.514,0.408,0.106,0.363,0.32,0.0429999999999999
Cronenworth, Jake,630105,2022,684,464,0.239,0.221,0.0179999999999999,0.39,0.356,0.034,0.318,0.303,0.015
Abreu, José,547989,2022,679,495,0.304,0.296,0.008,0.446,0.486,-0.0399999999999999,0.361,0.373,-0.012
Nimmo, Brandon,607043,2022,673,470,0.274,0.261,0.013,0.433,0.409,0.024,0.353,0.342,0.0109999999999999
Mullins, Cedric,656775,2022,672,488,0.258,0.232,0.0259999999999999,0.403,0.349,0.054,0.315,0.288,0.027
Hoskins, Rhys,656555,2022,672,424,0.246,0.239,0.007,0.462,0.445,0.017,0.345,0.338,0.0069999999999999
Yelich, Christian,592885,2022,671,416,0.252,0.258,-0.006,0.383,0.404,-0.021,0.328,0.339,-0.011
Rosario, Amed,642708,2022,670,530,0.283,0.276,0.0069999999999999,0.403,0.396,0.007,0.311,0.31,0.001
Schwarber, Kyle,656941,2022,669,379,0.218,0.237,-0.0189999999999999,0.504,0.535,-0.031,0.355,0.375,-0.02
Walker, Christian,572233,2022,667,459,0.242,0.257,-0.015,0.477,0.484,-0.007,0.346,0.359,-0.013
Ohtani, Shohei,660271,2022,666,428,0.273,0.275,-0.002,0.519,0.549,-0.03,0.37,0.383,-0.013
Soto, Juan,665742,2022,664,428,0.242,0.266,-0.024,0.452,0.501,-0.0489999999999999,0.376,0.401,-0.025
Seager, Corey,608369,2022,663,495,0.245,0.283,-0.0379999999999999,0.455,0.51,-0.0549999999999999,0.331,0.372,-0.0409999999999999
Profar, Jurickson,595777,2022,658,478,0.243,0.251,-0.008,0.391,0.359,0.032,0.32,0.315,0.005
García, Adolis,666969,2022,657,428,0.25,0.244,0.006,0.456,0.447,0.009,0.324,0.322,0.002
Bregman, Alex,608324,2022,656,481,0.259,0.257,0.002,0.454,0.416,0.038,0.358,0.35,0.008
Goldschmidt, Paul,502671,2022,651,424,0.317,0.261,0.0559999999999999,0.578,0.482,0.0959999999999999,0.419,0.367,0.0519999999999999
Santander, Anthony,623993,2022,647,457,0.24,0.257,-0.017,0.455,0.471,-0.0159999999999999,0.336,0.352,-0.0159999999999999
Bell, Josh,605137,2022,647,456,0.266,0.273,-0.007,0.422,0.424,-0.002,0.344,0.349,-0.005
Lowe, Nathaniel,663993,2022,645,446,0.302,0.275,0.0269999999999999,0.492,0.459,0.0329999999999999,0.368,0.344,0.024
Arozarena, Randy,668227,2022,645,432,0.263,0.234,0.0289999999999999,0.445,0.382,0.063,0.336,0.301,0.035
